..
_ _
t t
o o
_ _
t y
h h
e d
_ _
l l
e e
f f
t t
i i
s s
t t
s s
_ _
o o
f f
_ _
t t
h h
e e
_ _
t t
h h
_ _
a a
n n
d d
_ _
e e
a a
r d
l l
y y
_ _
t t
h h
_ _
c c
e e
n n
t t
u u
r r
y y
_ _
t t
h g
e d
_ _
t t
w w
o o
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g f
i k
c c
a a
l l
_ _
t f
e e
n n
d d
e e
n n
c d
i i
e e
s s
_ _
t t
h h
a a
t t
_ _
u u
n n
d d
e e
r r
l l
i i
e e
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e e
f f
t y
i j
s s
m m
_ _
w w
e e
_ _
c c
a a
l l
l l
_ _
f d
e e
e e
l l
i i
n n
g g
s s
_ _
o k
f r
_ _
i i
n n
f f
e e
r d
i i
o o
r r
i i
t f
y y
_ _
a a
n n
d d
_ _
o o
v v
e e
r r
s s
o o
c c
i i
a a
l k
i i
z z
a a
t t
i i
o o
n n
_ _
f f
e d
e e
l l
i i
n n
g h
s s
_ _
o o
f f
_ _
i i
n n
f f
e w
r r
i i
o k
r r
i i
t t
y y
_ _
a a
r r
e e
_ _
c c
h g
a a
r r
a a
c c
t t
e e
r r
i i
s s
t t
i i
c v
_ _
o i
f f
_ _
m k
o o
d x
e d
r t
n n
_ _
l l
e w
f f
t y
i j
s x
m n
_ _
a a
s s
_ _
a z
_ _
w w
h h
o i
l l
e e
_ _
w w
h n
i i
l l
e e
_ _
o o
v c
e e
r r
s s
o o
c c
i i
a a
l l
i i
z z
a a
t y
i i
o o
n n
_ _
i i
s a
_ _
c c
h h
a a
r r
a q
c c
t t
e e
r d
i i
s s
t t
i i
c c
_ _
o o
n n
l l
y y
_ _
o o
f f
_ _
a z
_ _
c c
e e
r r
t t
a a
i i
n n
_ _
s s
e e
g g
m n
e e
n n
t t
_ _
o o
f f
_ _
m m
o o
d d
e w
r r
n n
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
b b
u u
t t
_ _
t t
h h
i i
s s
_ _
s s
e e
g g
m j
e e
n n
t f
_ _
i i
s s
_ _
h h
i i
g g
h h
l p
y y
_ _
i i
n n
f t
l l
u u
e e
n n
t t
i i
a a
l l
_ _
f f
e e
e e
l l
i i
n n
g g
s d
_ _
o o
f f
_ _
i i
n n
f f
e e
r r
i i
o o
r f
i i
t t
y y
_ _
b b
y t
_ _
f v
e e
e e
l l
i i
n n
g g
s s
_ _
o l
f f
_ _
i i
n n
f f
e e
r r
i u
o p
r r
i i
t t
y y
_ _
w w
e e
_ _
m m
e d
a q
n n
_ _
n n
o o
t t
_ _
o o
n n
l l
y y
_ _
i i
n n
f f
e e
r r
i i
o o
r r
i u
t t
y t
_ _
f f
e e
e e
l l
i i
n n
g v
s s
_ _
i i
n n
_ _
t t
h g
e e
_ _
s s
t t
r r
i i
c c
t t
e e
s s
t t
_ _
s x
e e
n n
s s
e e
_ _
b n
u y
t t
_ _
a a
_ _
w w
h h
o o
l o
e e
_ _
s s
p p
e e
c c
t f
r r
u u
m m
_ _
o o
f d
_ _
r r
e e
l l
a q
t t
e w
d c
_ _
t t
r r
a q
i i
t t
s s
_ _
l l
o o
w w
_ _
s s
e e
l l
f f
_ _
e e
s a
t t
e d
e r
m m
_ _
f f
e w
e d
l l
i i
n h
g g
s s
_ _
o o
f f
_ _
p p
o o
w w
e e
r d
l l
e e
s d
s z
n n
e e
s s
s s
_ _
d d
e r
p p
r r
e e
s s
s z
i i
v v
e e
_ _
t t
e d
n n
d d
e e
n n
c c
i o
e e
s a
_ _
d d
e r
f f
e e
a a
t y
i i
s x
m j
_ _
g g
u u
i i
l l
t t
_ _
s s
e e
l l
f f
_ _
h h
a a
t t
r r
e e
d d
_ _
e e
t t
c c
_ _
w w
e e
_ _
a a
r r
g t
u u
e r
_ _
t t
h h
a a
t t
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e d
f f
t t
i i
s s
t t
s s
_ _
t t
e e
n n
d d
_ _
t r
o o
_ _
h h
a z
v c
e e
_ _
s w
u u
c c
h y
_ _
f f
e e
e e
l o
i i
n b
g g
s s
_ _
p p
o o
s s
s s
i j
b b
l l
y g
_ _
m m
o o
r r
e e
_ _
o o
r f
_ _
l l
e e
s s
s s
_ _
r r
e e
p p
r r
e e
s s
s s
e e
d d
_ _
a a
n n
d d
_ _
t t
h h
a a
t y
_ _
t t
h h
e e
s s
e e
_ _
f f
e e
e e
l l
i i
n n
g f
s s
_ _
a a
r t
e e
_ _
d e
e e
c c
i i
s s
i i
v v
e w
_ _
i i
n n
_ _
d f
e e
t t
e e
r r
m m
i i
n b
i i
n n
g g
_ _
t t
h h
e d
_ _
d d
i j
r r
e e
c c
t t
i i
o o
n h
_ _
o o
f f
_ _
m m
o o
d d
e e
r r
n h
_ _
l l
e d
f f
t t
i i
s s
m m
_ _
w w
h n
e e
n n
_ _
s s
o o
m k
e e
o o
n n
e e
_ _
i i
n n
t g
e e
r d
p p
r r
e e
t t
s s
_ _
a q
s s
_ _
d d
e e
r t
o o
g g
a s
t t
o o
r r
y y
_ _
a s
l l
m m
o o
s s
t t
_ _
a a
n n
y y
t t
h h
i i
n m
g v
_ _
t t
h h
a a
t t
_ _
i i
s s
_ _
s s
a a
i i
d d
_ _
a a
b b
o o
u u
t y
_ _
h h
i i
m m
_ _
o i
r r
_ _
a a
b b
o l
u i
t t
_ _
g v
r r
o o
u u
p o
s s
_ _
w e
i i
t t
h h
_ _
w w
h h
o o
m m
_ _
h h
e r
_ _
i i
d e
e d
n n
t t
i i
f f
i i
e e
s s
_ _
w q
e w
_ _
c c
o p
n n
c v
l p
u u
d d
e e
_ _
t t
h h
a a
t y
_ _
h h
e d
_ _
h h
a s
s s
_ _
i i
n n
f f
e e
r t
i i
o k
r r
i u
t t
y y
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
o o
r f
_ _
l l
o o
w w
_ _
s s
e d
l o
f f
_ _
e e
s d
t t
e e
e e
m m
_ _
t g
h g
i i
s s
_ _
t t
e e
n n
d d
e e
n m
c c
y y
_ _
i u
s z
_ _
p p
r e
o o
n n
o o
u y
n n
c c
e e
d d
_ _
a a
m m
o o
n n
g g
_ _
m m
i i
n n
o o
r e
i j
t t
y y
_ _
r r
i i
g g
h h
t t
s s
_ _
a z
d d
v v
o o
c c
a q
t t
e e
s s
_ _
w w
h y
e e
t t
h n
e w
r r
_ _
o o
r r
_ _
n n
o o
t t
_ _
t f
h n
e e
y y
_ _
b h
e e
l k
o o
n n
g g
_ _
t t
o o
_ _
t t
h b
e d
_ _
m n
i i
n n
o o
r r
i i
t t
y y
_ _
g g
r f
o o
u u
p p
s w
_ _
w w
h h
o k
s s
e e
_ _
r r
i i
g t
h h
t t
s s
_ _
t r
h h
e e
y y
_ _
d d
e e
f v
e e
n n
d d
_ _
t t
h h
e e
y u
_ _
a a
r r
e w
_ _
h h
y y
p p
e e
r r
s s
e e
n n
s s
i i
t y
i i
v v
e e
_ _
a a
b b
o o
u u
t y
_ _
t t
h h
e r
_ _
w e
o k
r e
d d
s s
_ _
u u
s s
e e
d d
_ _
t t
o o
_ _
d d
e e
s a
i i
g g
n n
a a
t t
e d
_ _
m m
i i
n n
o o
r r
i i
t t
i i
e e
s s
_ _
t t
h h
e d
_ _
t t
e e
r e
m m
s s
_ _
n n
e w
g g
r r
o o
_ _
o o
r r
i i
e e
n n
t t
a a
l l
_ _
h h
a z
n n
d d
i j
c c
a a
p p
p p
e e
d d
_ _
o o
r r
_ _
c c
h h
i i
c f
k k
_ _
f t
o o
r t
_ _
a a
n n
_ _
a a
f d
r f
i k
c c
a a
n n
_ _
a a
n n
_ _
a s
s w
i i
a a
n n
_ _
a a
_ _
d d
i i
s s
a a
b b
l l
e e
d d
_ _
p p
e e
r d
s s
o o
n n
_ _
o o
r r
_ _
a a
_ _
w e
o o
m m
a a
n n
_ _
o k
r r
i i
g g
i i
n n
a a
l l
l l
y y
_ _
h h
a a
d d
_ _
n n
o o
_ _
d d
e e
r r
o o
g g
a z
t t
o o
r r
y y
_ _
c v
o o
n n
n n
o o
t t
a s
t f
i i
o o
n n
_ _
b b
r r
o o
a a
d s
_ _
a a
n j
d d
_ _
c x
h h
i i
c c
k k
_ _
w w
e r
r r
e d
_ _
m m
e e
r r
e e
l l
y y
_ _
t t
h h
e e
_ _
f f
e e
m m
i i
n n
i i
n j
e e
_ _
e e
q q
u u
i u
v v
a a
l k
e w
n n
t t
s x
_ _
o o
f g
_ _
g g
u u
y y
_ _
d d
u i
d f
e e
_ _
o o
r t
_ _
f f
e e
l l
l l
o o
w w
_ _
t t
h h
e d
_ _
n n
e e
g g
a s
t t
i i
v v
e e
_ _
c c
o o
n n
n m
o o
t t
a a
t g
i i
o o
n n
s s
_ _
h h
a a
v g
e e
_ _
b b
e e
e e
n n
_ _
a a
t t
t r
a a
c d
h h
e e
d d
_ _
t t
o o
_ _
t t
h h
e e
s s
e e
_ _
t t
e d
r r
m m
s s
_ _
b b
y y
_ _
t t
h h
e e
_ _
a a
c c
t t
i i
v v
i i
s s
t t
s d
_ _
t t
h h
e e
m m
s s
e e
l l
v v
e e
s s
_ _
s s
o p
m m
e e
_ _
a a
n n
i i
m n
a a
l l
_ _
r r
i i
g b
h h
t t
s x
_ _
a s
d d
v c
o l
c c
a a
t t
e e
s s
_ _
h h
a a
v v
e e
_ _
g g
o o
n n
e e
_ _
s s
o o
_ _
f f
a s
r r
_ _
a a
s d
_ _
t t
o o
_ _
r r
e e
j j
e e
c c
t t
_ _
t t
h h
e e
_ _
w w
o o
r r
d d
_ _
p p
e e
t t
_ _
a a
n n
d d
_ _
i i
n n
s s
i o
s a
t t
_ _
o o
n n
_ _
i o
t t
s s
_ _
r r
e e
p p
l p
a a
c c
e e
m m
e d
n n
t t
_ _
b b
y y
_ _
a a
n h
i i
m m
a a
l l
_ _
c c
o i
m k
p o
a q
n n
i i
o i
n b
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
a a
n m
t t
h h
r r
o l
p p
o o
l l
o o
g g
i i
s w
t t
s s
_ _
g g
o o
_ _
t g
o o
_ _
g g
r r
e d
a a
t t
_ _
l l
e e
n n
g g
t t
h b
s z
_ _
t t
o o
_ _
a a
v v
o o
i j
d d
_ _
s s
a a
y y
i i
n n
g g
_ _
a a
n n
y y
t t
h h
i i
n n
g g
_ _
a a
b b
o o
u u
t t
_ _
p p
r f
i i
m m
i i
t g
i i
v v
e e
_ _
p p
e e
o o
p p
l l
e e
s s
_ _
t t
h h
a a
t t
_ _
c c
o o
u u
l l
d e
_ _
c c
o o
n n
c c
e w
i i
v v
a a
b b
l l
y y
_ _
b b
e e
_ _
i i
n n
t t
e e
r r
p p
r e
e e
t t
e r
d d
_ _
a a
s d
_ _
n n
e e
g h
a a
t t
i i
v v
e e
_ _
t t
h y
e e
y y
_ _
w q
a a
n n
t t
_ _
t t
o o
_ _
r r
e e
p l
l l
a q
c c
e e
_ _
t t
h h
e e
_ _
w w
o o
r r
d e
_ _
p p
r e
i i
m j
i i
t t
i i
v v
e e
_ _
b b
y y
_ _
n m
o o
n n
l l
i i
t t
e e
r r
a a
t f
e e
_ _
t t
h h
e r
y y
_ _
s s
e r
e e
m m
_ _
a a
l l
m m
o o
s s
t t
_ _
p p
a a
r d
a a
n n
o o
i i
d d
_ _
a a
b b
o o
u u
t t
_ _
a a
n h
y y
t t
h h
i i
n n
g v
_ _
t t
h h
a a
t t
_ _
m m
i i
g g
h h
t t
_ _
s s
u u
g v
g g
e d
s s
t t
_ _
t t
h g
a a
t t
_ _
a a
n h
y y
_ _
p p
r r
i i
m m
i i
t t
i i
v g
e e
_ _
c c
u u
l p
t t
u u
r r
e e
_ _
i i
s s
_ _
i o
n n
f f
e e
r r
i i
o o
r d
_ _
t t
o l
_ _
o o
u i
r r
_ _
o o
w w
n j
_ _
w w
e e
_ _
d d
o o
_ _
n n
o l
t t
_ _
m m
e e
a a
n n
_ _
t t
o l
_ _
i i
m m
p p
l l
y h
_ _
t t
h h
a a
t t
_ _
p p
r r
i i
m j
i i
t t
i i
v v
e e
_ _
c f
u j
l l
t t
u u
r r
e e
s s
_ _
a q
r r
e e
_ _
i i
n n
f f
e e
r r
i j
o o
r t
_ _
t t
o o
_ _
o o
u u
r r
s s
_ _
w w
e e
_ _
m m
e e
r r
e e
l l
y y
_ _
p p
o o
i i
n n
t t
_ _
o o
u h
t t
_ _
t y
h g
e e
_ _
h h
y y
p p
e e
r e
s s
e e
n m
s s
i i
t t
i i
v v
i o
t t
y y
_ _
o o
f f
_ _
l l
e e
f t
t t
i i
s s
h h
_ _
a z
n n
t f
h y
r r
o o
p p
o l
l l
o o
g g
i i
s s
t t
s d
_ _
t t
h h
o o
s s
e e
_ _
w w
h h
o k
_ _
a a
r r
e e
_ _
m m
o o
s z
t t
_ _
s s
e e
n n
s s
i i
t t
i i
v v
e e
_ _
a a
b b
o o
u y
t t
_ _
p o
o o
l l
i i
t t
i i
c c
a q
l l
l l
y g
_ _
i i
n n
c c
o o
r r
r f
e e
c c
t t
_ _
t y
e w
r r
m m
i i
n n
o o
l l
o o
g g
y y
_ _
a a
r r
e e
_ _
n n
o o
t r
_ _
t t
h g
e w
_ _
a s
v v
e e
r r
a z
g g
e e
_ _
b b
l l
a a
c c
k k
_ _
g g
h h
e e
t t
t t
o o
_ _
d d
w w
e e
l l
l l
e e
r r
_ _
a a
s s
i i
a a
n n
_ _
i u
m m
m m
i i
g g
r r
a s
n n
t t
_ _
a a
b b
u u
s s
e e
d d
_ _
w w
o o
m m
a a
n n
_ _
o i
r r
_ _
d d
i i
s s
a a
b b
l l
e e
d d
_ _
p p
e e
r r
s s
o o
n m
_ _
b b
u u
t t
_ _
a a
_ _
m m
i i
n n
o o
r r
i i
t t
y y
_ _
o o
f f
_ _
a a
c x
t t
i i
v v
i i
s s
t t
s s
_ _
m j
a s
n j
y y
_ _
o o
f f
_ _
w w
h h
o o
m m
_ _
d d
o l
_ _
n h
o i
t t
_ _
e r
v v
e e
n n
_ _
b b
e e
l l
o o
n n
g g
_ _
t t
o o
_ _
a a
n n
y y
_ _
o o
p p
p p
r r
e d
s s
s s
e e
d d
_ _
g g
r e
o o
u u
p p
_ _
b b
u i
t t
_ _
c c
o p
m m
e e
_ _
f f
r r
o l
m m
_ _
p p
r f
i i
v v
i i
l l
e e
g g
e e
d f
_ _
s s
t t
r r
a s
t t
a a
_ _
o o
f f
_ _
s s
o k
c c
i i
e e
t t
y t
_ _
p o
o o
l l
i o
t t
i i
c c
a a
l l
_ _
c c
o o
r t
r r
e e
c x
t t
n n
e d
s a
s s
_ _
h h
a a
s s
_ _
i i
t t
s s
_ _
s s
t f
r r
o o
n n
g g
h h
o o
l l
d d
_ _
a a
m m
o i
n n
g g
_ _
u u
n n
i i
v v
e e
r r
s s
i i
t t
y y
_ _
p p
r r
o o
f f
e e
s s
s s
o l
r r
s s
_ _
w q
h h
o k
_ _
h y
a a
v g
e e
_ _
s s
e e
c c
u u
r r
e e
_ _
e e
m m
p p
l l
o o
y y
m m
e e
n n
t t
_ _
w w
i i
t t
h h
_ _
c v
o o
m j
f r
o o
r r
t r
a a
b b
l l
e e
_ _
s d
a a
l l
a a
r r
i i
e e
s d
_ _
a a
n n
d d
_ _
t t
h h
e w
_ _
m m
a a
j j
o o
r r
i i
t t
y y
_ _
o o
f f
_ _
w w
h h
o o
m m
_ _
a a
r r
e e
_ _
h h
e e
t t
e e
r r
o l
s s
e e
x x
u u
a a
l l
_ _
w w
h h
i i
t t
e e
_ _
m k
a a
l l
e e
s s
_ _
f f
r r
o o
m m
_ _
m j
i i
d d
d d
l l
e e
_ _
c c
l l
a q
s s
s a
_ _
f r
a a
m m
i i
l l
i i
e e
s s
_ _
m m
a q
n n
y y
_ _
l l
e e
f f
t t
i i
s d
t t
s s
_ _
h h
a a
v g
e e
_ _
a a
n h
_ _
i i
n n
t t
e e
n n
s s
e e
_ _
i k
d s
e e
n n
t t
i i
f f
i i
c c
a a
t t
i i
o p
n n
_ _
w w
i i
t t
h n
_ _
t t
h h
e e
_ _
p p
r r
o i
b g
l l
e e
m m
s s
_ _
o o
f f
_ _
g b
r r
o o
u u
p p
s s
_ _
t t
h h
a a
t t
_ _
h h
a a
v g
e e
_ _
a a
n n
_ _
i i
m m
a a
g g
e e
_ _
o o
f f
_ _
b b
e w
i i
n h
g g
_ _
w w
e e
a a
k i
_ _
w w
o o
m m
e e
n n
_ _
d d
e e
f f
e e
a a
t t
e r
d d
_ _
a a
m n
e e
r r
i i
c x
a a
n n
_ _
i o
n n
d d
i i
a q
n m
s x
_ _
r r
e e
p l
e e
l l
l l
e e
n m
t t
_ _
h n
o o
m m
o o
s s
e w
x x
u h
a a
l l
s s
_ _
o o
r r
_ _
o i
t t
h h
e r
r r
w w
i i
s s
e e
_ _
i i
n n
f f
e e
r d
i i
o o
r d
_ _
t t
h h
e e
_ _
l l
e r
f f
t t
i i
s s
t t
s s
_ _
t t
h h
e e
m m
s s
e e
l l
v v
e r
s s
_ _
f f
e r
e e
l k
_ _
t y
h h
a z
t t
_ _
t t
h h
e e
s s
e e
_ _
g g
r r
o o
u u
p p
s s
_ _
a a
r r
e e
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
t y
h h
e e
y y
_ _
w w
o o
u u
l l
d d
_ _
n n
e e
v v
e e
r r
_ _
a a
d d
m m
i i
t y
_ _
i k
t t
_ _
t t
o l
_ _
t t
h h
e e
m m
s z
e e
l l
v v
e e
s x
_ _
t t
h h
a a
t t
_ _
t t
h h
e d
y y
_ _
h h
a a
v v
e w
_ _
s s
u j
c c
h g
_ _
f f
e e
e e
l l
i i
n n
g g
s z
_ _
b b
u j
t t
_ _
i i
t t
_ _
i i
s z
_ _
p p
r r
e e
c c
i i
s s
e e
l l
y g
_ _
b n
e e
c c
a a
u u
s s
e e
_ _
t f
h h
e e
y y
_ _
d d
o o
_ _
s s
e e
e w
_ _
t g
h h
e r
s x
e e
_ _
g g
r e
o o
u u
p p
s s
_ _
a s
s s
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
t t
h h
a a
t t
_ _
t t
h h
e e
y y
_ _
i i
d d
e e
n n
t t
i i
f f
y y
_ _
w w
i i
t t
h h
_ _
t t
h h
e e
i i
r r
_ _
p p
r f
o o
b b
l l
e e
m m
s w
_ _
w w
e r
_ _
d d
o o
_ _
n n
o i
t t
_ _
s s
u u
g f
g g
e e
s s
t t
_ _
t r
h h
a a
t t
_ _
w w
o o
m j
e e
n n
_ _
i k
n n
d d
i i
a a
n h
s d
_ _
e e
t t
c v
_ _
a a
r e
e r
_ _
i u
n n
f f
e e
r r
i j
o i
r d
_ _
w a
e w
_ _
a z
r r
e e
_ _
o o
n b
l l
y h
_ _
m j
a z
k l
i k
n n
g h
_ _
a a
_ _
p p
o o
i i
n n
t t
_ _
a a
b h
o o
u u
t y
_ _
l l
e e
f v
t y
i k
s s
t t
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g g
y y
_ _
f v
e e
m m
i i
n n
i i
s s
t t
s s
_ _
a a
r r
e r
_ _
d c
e d
s z
p p
e e
r r
a a
t t
e e
l l
y y
_ _
a a
n n
x x
i i
o o
u u
s s
_ _
t t
o o
_ _
p p
r f
o o
v v
e e
_ _
t t
h g
a a
t t
_ _
w w
o o
m m
e e
n n
_ _
a a
r r
e e
_ _
a a
s a
_ _
s s
t t
r r
o o
n n
g g
_ _
a a
s s
_ _
c c
a a
p p
a a
b b
l p
e e
_ _
a a
s s
_ _
m m
e e
n n
_ _
c c
l l
e r
a z
r r
l l
y t
_ _
t f
h h
e e
y y
_ _
a a
r r
e e
_ _
n n
a a
g g
g g
e e
d d
_ _
b b
y y
_ _
a a
_ _
f f
e e
a a
r r
_ _
t g
h h
a a
t g
_ _
w e
o o
m m
e e
n n
_ _
m k
a a
y y
_ _
n n
o o
t f
_ _
b b
e r
_ _
a a
s s
_ _
s s
t t
r r
o p
n n
g g
_ _
a a
n n
d d
_ _
a q
s s
_ _
c c
a a
p l
a a
b b
l l
e r
_ _
a q
s s
_ _
m m
e e
n n
_ _
l l
e e
f f
t f
i i
s s
t t
s a
_ _
t t
e e
n n
d d
_ _
t t
o l
_ _
h g
a a
t t
e e
_ _
a a
n n
y y
t g
h h
i i
n j
g g
_ _
t t
h h
a a
t r
_ _
h h
a a
s s
_ _
a a
n n
_ _
i i
m m
a a
g g
e r
_ _
o o
f c
_ _
b h
e e
i i
n j
g g
_ _
s s
t t
r r
o l
n n
g g
_ _
g g
o o
o o
d e
_ _
a a
n m
d d
_ _
s s
u u
c x
c c
e e
s a
s s
f c
u u
l k
_ _
t t
h h
e e
y g
_ _
h h
a a
t g
e e
_ _
a a
m n
e e
r r
i j
c c
a z
_ _
t t
h h
e e
y y
_ _
h h
a a
t t
e e
_ _
w w
e r
s s
t t
e e
r r
n n
_ _
c v
i k
v v
i i
l l
i i
z z
a s
t t
i i
o p
n n
_ _
t t
h h
e e
y y
_ _
h h
a a
t t
e e
_ _
w w
h h
i i
t t
e e
_ _
m m
a a
l l
e e
s s
_ _
t t
h h
e e
y y
_ _
h h
a a
t t
e e
_ _
r r
a a
t t
i i
o o
n n
a a
l l
i i
t t
y y
_ _
t t
h h
e e
_ _
r r
e e
a a
s s
o o
n n
s s
_ _
t f
h h
a z
t t
_ _
l k
e e
f f
t y
i u
s s
t t
s s
_ _
g g
i i
v b
e e
_ _
f d
o o
r t
_ _
h h
a a
t t
i i
n n
g g
_ _
t t
h h
e e
_ _
w w
e e
s s
t t
_ _
e e
t t
c c
_ _
c c
l l
e e
a a
r r
l l
y t
_ _
d d
o o
_ _
n n
o p
t t
_ _
c c
o p
r r
r r
e e
s s
p l
o o
n n
d d
_ _
w w
i i
t g
h h
_ _
t t
h y
e w
i i
r f
_ _
r r
e e
a a
l l
_ _
m m
o o
t t
i i
v v
e e
s s
_ _
t t
h g
e e
y u
_ _
s w
a a
y y
_ _
t f
h h
e d
y y
_ _
h h
a a
t t
e w
_ _
t t
h h
e e
_ _
w w
e e
s s
t t
_ _
b b
e w
c c
a a
u h
s a
e e
_ _
i i
t t
_ _
i i
s w
_ _
w w
a a
r d
l p
i i
k k
e e
_ _
i i
m k
p p
e e
r r
i i
a a
l l
i i
s s
t t
i i
c f
_ _
s s
e e
x d
i i
s s
t r
_ _
e e
t t
h g
n n
o o
c c
e e
n n
t t
r r
i i
c f
_ _
a a
n n
d e
_ _
s s
o k
_ _
f r
o k
r e
t f
h h
_ _
b b
u j
t r
_ _
w w
h j
e e
r r
e e
_ _
t t
h h
e e
s s
e w
_ _
s s
a a
m m
e d
_ _
f f
a a
u u
l l
t t
s s
_ _
a a
p p
p p
e e
a a
r r
_ _
i i
n n
_ _
s s
o o
c c
i i
a a
l k
i j
s s
t t
_ _
c c
o o
u y
n n
t t
r e
i i
e r
s s
_ _
o o
r r
_ _
i i
n n
_ _
p p
r r
i i
m m
i u
t y
i i
v v
e r
_ _
c c
u i
l l
t t
u u
r r
e d
s s
_ _
t t
h h
e d
_ _
l p
e e
f g
t t
i k
s s
t t
_ _
f r
i j
n n
d d
s s
_ _
e e
x x
c c
u u
s s
e e
s s
_ _
f d
o o
r r
_ _
t t
h b
e r
m n
_ _
o o
r r
_ _
a a
t t
_ _
b b
e e
s x
t t
_ _
h h
e e
_ _
g g
r r
u u
d d
g g
i j
n n
g g
l l
y y
_ _
a z
d d
m k
i i
t g
s s
_ _
t t
h y
a q
t t
_ _
t t
h h
e e
y y
_ _
e w
x z
i u
s s
t t
_ _
w w
h h
e w
r r
e e
a a
s s
_ _
h h
e w
_ _
e e
n n
t y
h h
u u
s s
i i
a a
s a
t t
i j
c c
a a
l l
l k
y h
_ _
p p
o l
i i
n n
t f
s s
_ _
o o
u u
t t
_ _
a a
n n
d d
_ _
o o
f f
t t
e w
n n
_ _
g v
r e
e e
a a
t t
l l
y y
_ _
e e
x x
a a
g t
g g
e e
r d
a a
t t
e r
s s
_ _
t t
h h
e e
s x
e e
_ _
f f
a a
u u
l l
t f
s s
_ _
w q
h h
e e
r r
e r
_ _
t t
h h
e d
y g
_ _
a a
p p
p p
e e
a s
r r
_ _
i i
n j
_ _
w w
e e
s s
t t
e e
r r
n n
_ _
c c
i i
v v
i i
l o
i j
z z
a a
t t
i i
o o
n m
_ _
t t
h h
u u
s z
_ _
i i
t r
_ _
i i
s s
_ _
c x
l l
e e
a q
r r
_ _
t t
h y
a z
t t
_ _
t t
h h
e e
s s
e e
_ _
f f
a q
u u
l l
t t
s z
_ _
a a
r r
e w
_ _
n b
o l
t t
_ _
t f
h h
e w
_ _
l l
e e
f f
t r
i i
s s
t t
_ _
s s
_ _
r r
e e
a a
l l
_ _
m m
o o
t t
i i
v f
e e
_ _
f t
o i
r r
_ _
h h
a a
t t
i i
n n
g g
_ _
a a
m m
e r
r f
i i
c v
a a
_ _
a a
n j
d d
_ _
t t
h h
e e
_ _
w w
e e
s s
t t
_ _
h h
e e
_ _
h h
a a
t f
e e
s s
_ _
a s
m n
e e
r r
i i
c c
a a
_ _
a a
n n
d d
_ _
t t
h h
e e
_ _
w w
e e
s s
t t
_ _
b b
e e
c c
a a
u u
s x
e e
_ _
t y
h h
e d
y t
_ _
a a
r r
e e
_ _
s s
t t
r r
o p
n n
g g
_ _
a a
n n
d d
_ _
s s
u j
c d
c c
e e
s s
s a
f f
u u
l l
_ _
w w
o o
r r
d d
s s
_ _
l l
i i
k l
e r
_ _
s s
e e
l p
f f
_ _
c x
o k
n n
f f
i i
d d
e e
n n
c c
e e
_ _
s s
e e
l l
f f
_ _
r r
e e
l k
i i
a z
n n
c d
e w
_ _
i i
n n
i i
t r
i i
a a
t t
i i
v v
e e
_ _
e e
n n
t y
e e
r r
p p
r r
i i
s s
e e
_ _
o o
p p
t t
i i
m m
i i
s s
m m
_ _
e e
t t
c c
_ _
p p
l l
a a
y g
_ _
l l
i k
t t
t t
l l
e e
_ _
r r
o o
l l
e e
_ _
i i
n n
_ _
t t
h h
e e
_ _
l l
i i
b b
e e
r r
a a
l l
_ _
a z
n n
d d
_ _
l l
e e
f f
t t
i j
s s
t t
_ _
v c
o o
c c
a a
b b
u u
l l
a a
r r
y y
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i o
s s
t t
_ _
i i
s a
_ _
a a
n n
t t
i j
_ _
i i
n n
d d
i o
v v
i k
d c
u u
a a
l l
i i
s s
t t
i i
c d
_ _
p p
r d
o k
_ _
c c
o o
l l
l k
e d
c c
t t
i i
v v
i i
s a
t t
_ _
h h
e e
_ _
w w
a a
n n
t t
s s
_ _
s s
o o
c c
i i
e e
t r
y y
_ _
t t
o o
_ _
s s
o o
l l
v v
e e
_ _
e e
v v
e e
r r
y y
o o
n n
e e
_ _
s s
_ _
n n
e e
e e
d d
s s
_ _
f f
o o
r r
_ _
t t
h h
e e
m m
_ _
t t
a a
k k
e d
_ _
c c
a a
r e
e e
_ _
o o
f f
_ _
t t
h h
e e
m m
_ _
h j
e e
_ _
i k
s s
_ _
n b
o o
t t
_ _
t t
h h
e e
_ _
s s
o i
r r
t t
_ _
o i
f f
_ _
p p
e e
r d
s s
o o
n n
_ _
w q
h h
o o
_ _
h h
a a
s s
_ _
a a
n n
_ _
i i
n j
n h
e e
r r
_ _
s z
e e
n b
s w
e e
_ _
o o
f f
_ _
c c
o o
n j
f f
i u
d d
e w
n h
c c
e e
_ _
i i
n n
_ _
h h
i i
s s
_ _
o k
w w
n n
_ _
a a
b b
i i
l l
i i
t t
y y
_ _
t r
o o
_ _
s s
o o
l l
v v
e e
_ _
h h
i i
s w
_ _
o o
w w
n n
_ _
p p
r r
o o
b b
l l
e e
m j
s s
_ _
a s
n m
d d
